	Astrocyte	Astrocyte,Neurons	Astrocyte,Oligos	Blood	Immune	Neurons	Neurons,Cycling	Neurons,Oligos	Oligos	Vascular	dummy
Spotx480	0.085045315	0.087469004	0.17148332	0.13490751	7.028807e-10	7.0288203e-10	7.0312883e-10	0.12290838	0.39477837	7.0299333e-10	0.0034080874
Spotx481	0.11793586	0.30800977	0.056714214	1.1232935e-09	1.1231671e-09	0.1652393	1.1237692e-09	1.1234884e-09	0.323797	1.123362e-09	0.02830381
Spotx482	0.08011338	0.37484816	0.11218198	0.078466274	0.05976346	0.054791667	4.5827767e-10	0.16311644	0.07270112	0.004017506	4.581807e-10
Spotx483	6.1769473e-10	6.1762173e-10	6.1779143e-10	0.0646089	0.16837014	6.176311e-10	0.4940997	6.1765704e-10	0.2729212	6.17617e-10	6.176076e-10
Spotx484	0.028122133	0.330491	0.19388543	0.39876384	9.933971e-10	9.935753e-10	9.933006e-10	9.934901e-10	0.046465885	9.938768e-10	0.0022717635
Spotx485	2.1785012e-09	2.179278e-09	2.179569e-09	2.1790911e-09	0.7973305	2.1793032e-09	0.20266947	2.179357e-09	2.1790993e-09	2.1793072e-09	2.179324e-09
Spotx486	0.05027944	5.261102e-10	5.25694e-10	5.2614235e-10	0.0049412334	5.26041e-10	5.2589955e-10	5.26035e-10	0.23779015	0.7065915	0.00039756513
Spotx487	0.1366603	4.942522e-10	0.3300119	4.944597e-10	0.035411697	4.9428334e-10	0.0018452876	0.16486956	0.3244543	4.9420695e-10	0.006747039
Spotx488	0.11968792	1.0336971e-09	1.0338923e-09	1.0340658e-09	1.0339614e-09	1.0341329e-09	1.0338135e-09	0.26596108	0.06742119	0.5339368	0.012992989
Spotx489	4.5852447e-10	0.05421963	0.015414674	0.05134336	0.10875159	0.1220426	0.17476656	4.5872564e-10	0.33264387	0.1407511	6.665501e-05
Spotx490	0.2606573	0.04999786	0.38380343	2.2098259e-09	2.209965e-09	2.2099063e-09	2.2093625e-09	2.2102138e-09	0.2143937	0.09114772	2.2092908e-09
Spotx491	0.020072808	0.7650171	7.0818756e-10	7.084442e-10	7.085442e-10	0.18431503	0.025648171	7.0828615e-10	7.0827944e-10	7.085618e-10	0.0049469
Spotx492	0.20024402	6.9470807e-10	0.09775075	6.945623e-10	6.946365e-10	6.94357e-10	6.9460865e-10	6.947359e-10	0.7014654	6.9464845e-10	0.00053977815
Spotx493	0.123979054	0.07704231	0.16623975	5.630986e-10	0.2844716	0.21233676	0.13233905	5.630138e-10	5.6319854e-10	5.631459e-10	0.0035914602
Spotx494	0.46543786	1.8177153e-09	1.8174414e-09	0.13070986	0.12975597	0.003046234	0.26704535	1.8178227e-09	1.8178886e-09	1.8169006e-09	0.00400475
Spotx495	0.022283155	9.2412383e-10	0.068012446	9.245999e-10	0.039463446	9.243213e-10	9.2424024e-10	9.241168e-10	0.870241	9.2415914e-10	9.24175e-10
Spotx496	5.761366e-10	0.002970328	0.12749562	0.11803114	0.197012	5.761124e-10	0.23615815	0.093836315	0.07977996	0.14471656	5.7641686e-10
Spotx497	0.177971	0.03172784	0.25051454	1.659482e-09	1.659922e-09	0.19935991	0.06980061	0.20294116	0.02029333	1.6602482e-09	0.047391642
Spotx498	9.235594e-10	9.23977e-10	0.04979955	0.48861232	0.027513087	0.044307977	0.1365032	0.0065377117	9.238218e-10	0.24672611	9.23473e-10
Spotx499	1.2205742e-09	1.2208258e-09	0.20729463	0.44015127	0.033008777	0.18867996	1.2202274e-09	1.2208281e-09	1.2203485e-09	0.11851908	0.012346326
Spotx500	5.173414e-10	0.16173679	0.06860105	0.0665365	0.046177916	5.175704e-10	5.174312e-10	0.43903938	0.11195605	0.092160985	0.013791362
Spotx501	0.027337458	0.39845484	6.975108e-10	6.976319e-10	6.974576e-10	0.25544548	6.973738e-10	0.06049068	0.23256718	6.973658e-10	0.025704363
Spotx502	0.1647108	4.1835718e-10	0.101118185	0.07541263	0.041366633	4.1835002e-10	4.1837317e-10	4.1837472e-10	0.5229822	0.093316525	0.0010931529
Spotx503	3.9856646e-10	0.25528625	0.045869492	3.9855508e-10	3.984707e-10	0.109908536	0.5886885	3.9843875e-10	3.9846235e-10	3.9850717e-10	0.00024729865
Spotx504	1.0809758e-09	1.0811201e-09	1.0812252e-09	1.081017e-09	1.0808808e-09	1.0811531e-09	0.3078734	1.0805408e-09	0.6921266	1.0811901e-09	1.0807304e-09
Spotx505	0.06571812	0.08693233	0.11168376	0.31539714	0.044953924	0.10193027	0.02253205	0.16567758	5.219097e-10	0.076759	0.008415852
Spotx506	0.054518104	7.048548e-10	0.021340959	7.04973e-10	7.0467326e-10	0.14058596	0.13484886	0.2607651	0.35062665	0.021265041	0.016049325
Spotx507	5.2360316e-10	0.10995746	0.015757259	5.23743e-10	5.235872e-10	0.13592334	5.236451e-10	0.39138868	0.2488247	0.08734937	0.010799237
Spotx508	9.366042e-10	9.367382e-10	9.369883e-10	0.69121164	0.30878833	9.366613e-10	9.368794e-10	9.36883e-10	9.366202e-10	9.367972e-10	9.367346e-10
Spotx509	0.06532055	0.08328951	1.2483111e-09	0.18454656	1.2486303e-09	0.07799107	0.2641331	1.2483087e-09	1.2482898e-09	0.32094896	0.0037703027
Spotx510	5.19891e-10	0.005337799	5.1998916e-10	5.1980475e-10	5.201142e-10	0.91103965	0.06463192	5.198544e-10	5.1994953e-10	5.201271e-10	0.018990545
Spotx511	6.326657e-10	0.18384159	0.109323956	0.45576254	6.326223e-10	0.035956554	0.107971355	0.06146589	0.04567808	6.3233513e-10	6.323569e-10
Spotx512	0.6871749	1.4618514e-09	1.4616924e-09	1.4615893e-09	1.4618011e-09	1.461779e-09	0.3128251	1.4614024e-09	1.461319e-09	1.4613051e-09	1.4621135e-09
Spotx513	0.49982446	7.476639e-10	0.020162093	0.18408999	0.26153418	7.4772377e-10	0.03265789	7.4778367e-10	7.4802614e-10	7.4764533e-10	0.0017314074
Spotx514	8.510768e-10	8.510915e-10	0.025172863	8.511061e-10	0.19943513	8.5062246e-10	0.05013779	0.17505962	0.30438706	0.24329837	0.002509137
Spotx515	5.300462e-10	0.21958259	0.08559403	5.3008253e-10	0.061214857	0.22841196	0.20167655	5.303071e-10	0.13203838	0.0714816	5.3021704e-10
Spotx516	0.053563043	0.46974644	0.11432831	1.1204475e-09	1.1208751e-09	1.1207575e-09	0.17751427	1.1208044e-09	1.120268e-09	0.18484792	1.1206976e-09
Spotx517	0.017134784	0.044409785	8.877627e-10	0.19015388	0.009642098	8.880963e-10	0.0071020266	8.8775426e-10	0.72906417	8.881573e-10	0.0024932208
Spotx518	0.08990249	0.3260518	0.12031226	6.3419375e-10	0.0716874	6.3431227e-10	0.12403573	0.003966689	0.26330063	6.340728e-10	0.0007429899
Spotx519	0.02246709	0.6854571	0.13231434	1.1372294e-09	0.15976149	1.1371774e-09	1.1371882e-09	1.1373597e-09	1.1371102e-09	1.1371751e-09	1.1374095e-09
Spotx520	5.3063476e-10	5.3031807e-10	5.304172e-10	5.304101e-10	5.303252e-10	5.303656e-10	0.1489441	0.104778305	0.7397507	5.305528e-10	0.0065269317
Spotx521	0.016318146	6.4742517e-10	0.017861856	6.4747085e-10	0.009600754	0.0031643587	0.7476133	0.063535325	0.0074280486	0.13301411	0.0014641489
Spotx522	0.05975849	0.07563829	4.0801693e-10	0.16105686	4.0807296e-10	0.12443952	0.21018331	0.24692747	0.040812943	0.07626251	0.0049205446
Spotx523	0.030637657	0.15935814	4.7600424e-10	0.3962996	4.759316e-10	0.03189411	0.014116697	0.04394478	0.3014068	0.021400955	0.0009413357
Spotx524	6.3161587e-10	0.05853473	0.004822423	6.312365e-10	6.311089e-10	0.2547369	0.12303911	0.20994808	0.3260697	6.310776e-10	0.022849064
Spotx525	7.6158196e-10	7.617229e-10	7.615166e-10	7.616037e-10	0.18342276	0.5525645	0.028107373	7.616822e-10	0.21853888	7.616096e-10	0.017366478
Spotx526	0.085674725	0.4215113	0.14435118	0.06931141	0.03408785	0.15019414	0.011022278	4.3491294e-10	0.08151004	0.002337148	4.3486073e-10
Spotx527	0.07740008	0.025517996	0.06189971	4.5969628e-10	0.0384945	0.021123882	4.5971646e-10	0.45390242	0.22475007	0.08027235	0.016638925
Spotx528	5.958923e-10	5.959321e-10	5.957764e-10	5.9606164e-10	0.09129066	5.957877e-10	0.03787506	5.9575933e-10	0.86863804	5.959536e-10	0.0021962365
Spotx529	0.09130306	0.3177726	0.0018654622	7.7206e-10	7.724003e-10	7.7211454e-10	0.06286568	0.07643382	0.44160107	7.723635e-10	0.008158231
Spotx530	4.1890746e-10	4.1894901e-10	4.1901138e-10	0.260893	4.188979e-10	0.17357942	0.016130453	0.30986592	0.22537872	4.1879325e-10	0.014152433
Spotx531	1.0003047e-09	1.0004612e-09	0.010362406	0.5832544	0.22941932	1.000631e-09	0.019192817	0.09920552	1.000673e-09	0.055523437	0.003042113
Spotx532	0.078007735	6.465023e-10	0.13455209	0.20408507	0.036039755	0.19283739	0.18943669	0.07937045	0.039817728	0.038028635	0.007824368
Spotx533	0.03975253	0.12252664	6.826452e-10	0.1791438	0.1531593	0.040840384	0.10087004	0.12166004	0.2356432	6.819788e-10	0.0064040204
Spotx534	0.024861993	0.15069024	5.069635e-10	5.07125e-10	0.018152233	0.16508755	0.013585128	0.21180893	0.13359973	0.26614812	0.016066134
Spotx535	0.021653065	1.172407e-09	1.1725768e-09	1.1726775e-09	0.17233628	0.686625	0.10846931	1.172161e-09	1.171942e-09	1.1721073e-09	0.010916301
Spotx536	0.020036539	1.1630703e-09	1.162975e-09	1.1631702e-09	1.1628885e-09	1.1633876e-09	0.09051754	1.163097e-09	0.37519926	0.51424664	1.1629415e-09
Spotx537	9.472716e-10	9.472697e-10	9.476926e-10	9.474865e-10	9.472011e-10	9.475245e-10	9.474197e-10	9.474649e-10	0.97538453	0.01610919	0.008506216
Spotx538	5.010192e-10	0.16550536	5.012266e-10	5.0102783e-10	5.0119414e-10	0.015557297	0.041361146	5.0116544e-10	0.77140474	5.0099247e-10	0.006171394
Spotx539	0.16762155	0.4197774	1.0846679e-09	0.1316934	0.08831541	0.13698654	1.0847611e-09	1.0853197e-09	1.0851666e-09	0.051356662	0.004249107
Spotx540	4.5633428e-10	0.2700048	0.119560175	4.565432e-10	0.010682635	0.4914721	0.041894514	4.5633078e-10	0.05310547	4.5636211e-10	0.013280333
Spotx541	0.033099044	9.645201e-10	9.64007e-10	0.45690084	9.642699e-10	0.102239564	0.3707455	9.640161e-10	9.640694e-10	0.03701501	9.645863e-10
Spotx542	0.12367057	0.29379454	0.07285294	6.4327615e-10	6.4334366e-10	0.112202264	0.0606145	6.435608e-10	0.3326627	6.436235e-10	0.0042025046
Spotx543	4.814464e-10	0.012329166	0.050417796	4.815097e-10	0.026491648	0.24028014	0.13753986	0.12849174	0.15056556	0.23560148	0.018282644
Spotx544	0.14935033	0.07885997	0.13420576	1.1563976e-09	0.04664352	0.12230281	0.34212017	0.02099034	0.086494386	0.019032652	1.1561925e-09
Spotx545	0.052418385	5.850074e-10	5.852105e-10	5.85196e-10	0.09363264	5.8533667e-10	0.3623761	5.8515803e-10	0.4915729	5.853132e-10	5.851201e-10
Spotx546	1.179088e-09	1.1786518e-09	0.425397	0.19260111	1.1788339e-09	1.1787866e-09	0.104948424	1.178573e-09	0.20494488	0.07210851	1.1788451e-09
Spotx547	0.06636857	4.961915e-10	4.9596344e-10	0.13334888	4.960694e-10	4.9607607e-10	0.12925673	4.9613286e-10	0.6378459	0.033165798	1.4208087e-05
Spotx548	1.0346937e-09	1.0349088e-09	0.04299636	1.0347311e-09	0.30359682	0.43980336	0.024417749	0.08621992	0.08393048	1.0347667e-09	0.019035274
Spotx549	0.00061525474	0.29313582	5.0395554e-10	5.0423726e-10	0.03465937	0.3144697	5.041007e-10	5.041064e-10	0.33626384	5.041401e-10	0.020856025
Spotx550	0.2202398	0.11011162	0.03148413	1.3462766e-09	1.3466953e-09	1.3467724e-09	0.006184137	1.3480651e-09	0.28038085	0.35035056	0.001248853
Spotx551	1.0544308e-09	1.0546521e-09	0.4254996	0.47312328	0.049929775	0.0026506316	0.026759658	1.0547868e-09	0.022037085	1.0545796e-09	1.0541775e-09
Spotx552	5.842772e-10	5.841601e-10	5.843897e-10	0.3153995	5.842025e-10	5.8408106e-10	0.010152143	5.8430943e-10	5.8430616e-10	0.6744484	5.8440086e-10
Spotx553	0.27307042	8.3912893e-10	0.1951157	8.388649e-10	8.392875e-10	0.04661005	8.392346e-10	0.08365706	0.37229854	8.391802e-10	0.029248185
Spotx554	0.0029355865	0.3225309	0.016533684	0.38903812	0.10682918	0.113802955	4.4900342e-10	4.488433e-10	4.4877138e-10	0.0454266	0.002902939
Spotx555	3.8268377e-10	0.06744406	3.823379e-10	3.8261072e-10	0.034212302	0.29488492	3.8267498e-10	0.22116138	0.34302068	0.011604138	0.02767246
Spotx556	0.003649831	5.337485e-10	0.00010036941	0.5068101	0.10500125	5.3369453e-10	5.338605e-10	5.337719e-10	0.30780292	0.07663554	5.339644e-10
Spotx557	8.3680574e-10	0.3125817	0.086896114	0.08757914	0.01578551	0.15880328	8.365888e-10	8.3651064e-10	0.17994893	0.15616041	0.0022449088
Spotx558	7.1723427e-10	7.1700995e-10	7.17103e-10	7.168951e-10	7.1733824e-10	7.171905e-10	0.17358713	7.1700856e-10	0.3821179	0.43676892	0.0075260126
Spotx559	7.005087e-10	0.027694553	7.0083617e-10	7.008014e-10	7.005541e-10	0.21324329	0.00091080664	0.12861253	0.30152586	0.32064536	0.0073676305
Spotx560	5.721467e-10	0.20075484	0.08271352	0.4319553	5.7217076e-10	0.057476856	5.722668e-10	0.11107185	0.06964255	0.046385124	5.7198307e-10
Spotx561	0.17152695	7.059537e-10	0.02223635	0.029595846	7.0560907e-10	7.0571005e-10	7.059443e-10	7.056548e-10	0.70425427	0.07238656	7.0592004e-10
Spotx562	8.3452284e-10	0.46333808	0.1847338	8.34421e-10	8.341266e-10	0.09470395	8.3434937e-10	0.08228965	0.16960493	8.343907e-10	0.0053296066
Spotx563	0.20955819	0.23016071	0.18353663	1.9575808e-09	0.08611477	1.9581072e-09	0.09512421	1.9573902e-09	1.9580921e-09	0.1955055	1.9581632e-09
Spotx564	0.019311959	0.77042246	4.1005394e-10	4.0987017e-10	4.100618e-10	0.17575592	0.028686434	4.09946e-10	4.1005863e-10	4.098749e-10	0.0058232513
Spotx565	0.8999191	9.955787e-10	0.026189359	9.955237e-10	9.956965e-10	9.954705e-10	9.956225e-10	9.954705e-10	0.069498084	9.958959e-10	0.0043935142
Spotx566	0.12860759	0.31578606	0.008391386	7.131502e-10	0.076544724	7.1292583e-10	0.0063838363	0.10235327	0.12664336	0.2352898	7.1290546e-10
Spotx567	4.8235627e-10	0.053023405	4.821833e-10	0.06250667	0.20077701	0.090045504	4.823406e-10	0.03361617	0.35341388	0.19946896	0.007148464
Spotx568	0.2860829	7.9642576e-10	7.9596113e-10	0.6338013	7.960521e-10	7.9663537e-10	0.07630827	7.9606427e-10	7.962982e-10	7.9620555e-10	0.0038075873
Spotx569	5.5057553e-10	5.5082655e-10	5.5058597e-10	5.507699e-10	5.5087174e-10	0.57662064	0.40882474	5.505787e-10	5.5072463e-10	5.5067423e-10	0.0145545965
Spotx570	9.532491e-10	0.15500586	0.13406049	0.2744116	0.18241286	9.528857e-10	0.21281306	9.528676e-10	9.532001e-10	0.041296143	9.527931e-10
Spotx571	0.0011467176	0.30843216	8.9534397e-10	8.9555235e-10	0.24995044	8.9594876e-10	8.9586677e-10	0.21878268	0.21317111	8.957403e-10	0.008516805
Spotx572	0.047350407	0.09778216	0.21860278	6.5439715e-10	6.546619e-10	6.5470057e-10	6.5453953e-10	0.24130243	0.36849424	6.5460815e-10	0.026467966
Spotx573	0.002546956	0.085874006	0.32820314	0.40829244	0.08386994	9.132386e-10	9.133117e-10	0.023994915	0.06721867	9.130435e-10	9.1302255e-10
Spotx574	8.1615154e-10	8.159648e-10	8.1614693e-10	0.24715313	8.1589163e-10	0.04796257	0.01805125	0.30664548	0.37124723	0.0064346935	0.002505612
Spotx575	3.9161838e-10	0.06717285	3.91655e-10	3.9155187e-10	3.9169232e-10	0.28376633	0.10299388	0.20544808	0.32937908	3.9153022e-10	0.011239793
Spotx576	0.10183922	0.060265154	0.0017439497	0.08364737	0.0294846	0.07906572	4.4302179e-10	0.037127327	0.5944054	4.4317477e-10	0.012421194
Spotx577	0.015008632	0.13360326	4.239046e-10	0.13150424	0.006221822	0.13692756	0.15280789	4.2401624e-10	0.42189738	4.2384718e-10	0.0020292385
Spotx578	4.4185622e-10	0.055652246	4.4178544e-10	0.16042729	4.4174583e-10	0.26977918	4.417113e-10	0.107202575	0.38501883	4.4173404e-10	0.02191986
Spotx579	0.016359136	0.20206802	0.16281481	0.19986965	0.21258521	0.20630321	1.1926458e-09	1.1930097e-09	1.1926162e-09	1.1926093e-09	1.1930462e-09
Spotx580	1.2173723e-09	0.34572414	1.2172399e-09	0.116398975	0.041566007	1.2174002e-09	1.2178252e-09	0.20173106	0.21806501	0.07651489	1.2172771e-09
Spotx581	0.103783265	7.273638e-10	0.19136691	7.2721534e-10	0.00946946	7.2772877e-10	0.25550845	0.10513716	0.17041661	0.16244794	0.001870127
Spotx582	6.2865e-10	6.2878436e-10	6.285805e-10	6.286596e-10	0.40686116	5.546252e-05	0.18097743	6.28463e-10	0.18784337	0.22408076	0.00018174679
Spotx583	0.0464048	2.054125e-09	0.2053579	2.0530793e-09	2.0524256e-09	0.007763358	2.0519557e-09	2.0530126e-09	2.0522062e-09	0.73483354	0.005640414
Spotx584	4.79204e-10	0.47857106	4.7904586e-10	4.7905957e-10	4.789929e-10	0.015831066	4.791994e-10	0.24660964	0.16057877	0.083606735	0.014802711
Spotx585	0.34721258	1.9307793e-09	1.9312802e-09	1.930971e-09	1.930993e-09	0.06675857	1.9312878e-09	1.9307942e-09	1.931597e-09	0.58410084	0.0019280526
Spotx586	0.11656939	0.7869041	5.1892923e-10	5.1893423e-10	5.186829e-10	0.06371399	0.026604759	5.1899657e-10	5.1897675e-10	5.187571e-10	0.006207747
Spotx587	0.65932775	1.2911339e-09	1.2912299e-09	1.2908261e-09	1.290996e-09	0.15943179	0.117962055	1.2916167e-09	1.2912766e-09	1.2912988e-09	0.06327846
Spotx588	6.623273e-10	6.622717e-10	6.622881e-10	6.622932e-10	0.10434881	0.8430894	0.021731002	6.6214545e-10	6.6246375e-10	6.6239936e-10	0.030830752
Spotx589	0.018353868	0.06527866	0.16302064	0.57581437	0.15220204	6.983493e-10	0.004102836	6.983813e-10	6.984372e-10	0.021227628	6.9836137e-10
Spotx590	0.18355246	0.1531789	9.701032e-10	0.11191153	0.47869793	9.697776e-10	0.03726964	9.701698e-10	0.023689384	0.01170019	9.698812e-10
Spotx591	6.717575e-10	0.30111626	0.032910462	0.06831076	6.7186634e-10	0.07427392	0.3183766	0.205012	6.717241e-10	6.7181766e-10	6.7151285e-10
Spotx592	1.3533331e-09	1.3532842e-09	1.3535578e-09	0.25940397	0.005276054	0.54354507	0.1736309	1.3532067e-09	1.3535293e-09	1.3532403e-09	0.018143997
Spotx593	0.17059956	8.3739626e-10	0.24908371	8.370689e-10	0.066086166	8.370594e-10	0.29064596	8.372638e-10	0.22358453	8.371999e-10	8.372941e-10
Spotx594	0.07580488	1.0112393e-09	1.0113338e-09	1.01122e-09	1.0110909e-09	0.623453	0.25816602	1.0109327e-09	1.0110465e-09	1.0108594e-09	0.04257604
Spotx595	0.06695554	0.09497025	4.8313886e-10	0.19773358	0.05069342	0.20547608	0.0024470773	0.13869692	0.2313272	4.8295734e-10	0.011699949
Spotx596	1.3137214e-09	1.3138843e-09	1.3134106e-09	0.47545448	0.14916344	1.3135786e-09	1.3137214e-09	1.3134508e-09	0.32984933	0.045532774	1.3133481e-09
Spotx597	0.082181126	0.1508779	6.8861133e-10	6.888215e-10	0.058154196	6.892013e-10	6.8892525e-10	0.2769664	0.42563224	6.890935e-10	0.0061881323
Spotx598	0.05714395	0.12633726	0.012755748	5.074773e-10	5.074453e-10	0.32658094	5.0751214e-10	5.0733207e-10	0.066190146	0.39540464	0.015587407
Spotx599	4.137236e-10	4.136234e-10	4.1368414e-10	4.136707e-10	4.1388226e-10	4.1378756e-10	0.028380051	4.137836e-10	0.9655084	4.138704e-10	0.0061115627
Spotx600	0.04553406	8.790492e-10	0.07045495	8.772687e-10	0.13103084	0.36846775	0.06458108	8.7760343e-10	0.0023107962	0.31090128	0.0067192107
Spotx601	0.052525587	0.2613473	0.061103877	5.408878e-10	0.3812231	0.09002283	0.0677982	5.42332e-10	0.08417518	5.409486e-10	0.0018038673
Spotx602	0.0068266275	0.046997536	9.526716e-10	9.521067e-10	0.10830746	9.52292e-10	9.523464e-10	0.037243668	0.5044316	0.29441953	0.0017734868
Spotx603	0.13485083	0.30190992	0.19158652	6.088797e-10	6.0871946e-10	0.23235081	0.034207962	6.0868227e-10	0.10036026	6.08824e-10	0.0047337227
Spotx604	3.222051e-10	0.03496197	3.2223332e-10	3.2229236e-10	3.222057e-10	0.19797474	3.222008e-10	0.39020562	0.3496086	3.2223643e-10	0.02724907
Spotx605	0.11199767	0.011342156	0.047437515	0.24308327	0.099460304	0.14094107	6.343146e-10	0.014016877	0.10730976	0.2125765	0.011834843
Spotx606	5.0817883e-10	0.08900019	0.112893395	0.1887131	0.08097601	0.22597723	0.029038407	0.23153834	5.0864823e-10	0.024740722	0.017122537
Spotx607	4.998287e-10	0.09297946	4.99822e-10	5.000451e-10	0.030182285	0.15191133	5.000642e-10	0.044739846	0.5088705	0.16606505	0.005251463
Spotx608	0.08028746	7.2230777e-10	7.2247586e-10	7.2241385e-10	0.22464055	0.17809907	7.2233947e-10	0.021535054	0.06267122	0.42434055	0.008425996
Spotx609	4.6801546e-10	0.3112578	4.6805115e-10	4.6797083e-10	0.120478414	0.07918409	0.1569589	0.2555565	0.06556492	4.6793064e-10	0.01099943
Spotx610	7.599507e-10	0.14445499	0.021602737	0.15801995	0.02373589	7.600246e-10	7.600101e-10	0.20082456	0.31765106	0.11726663	0.016444262
Spotx611	1.0375424e-09	1.0371346e-09	1.0370003e-09	1.0373226e-09	0.061095685	1.0372831e-09	0.58796483	1.03721e-09	1.0370438e-09	0.35093957	1.0375225e-09
Spotx612	0.13640833	0.066965826	0.018613447	0.23058261	7.662194e-10	0.13176134	7.660499e-10	0.20556149	0.18810855	0.013782537	0.0082159415
Spotx613	0.12626916	0.06037701	0.11610607	4.359533e-10	4.3580947e-10	4.3585102e-10	4.3588513e-10	0.054638192	0.63473856	4.3571804e-10	0.00787107
Spotx614	0.115824245	1.3944474e-09	0.13889685	0.45042872	0.07602613	0.06356447	1.3948864e-09	0.08714729	1.3945193e-09	0.063895375	0.0042169266
Spotx615	0.002905753	0.06582158	2.5215308e-09	2.5224494e-09	0.9312726	2.5223292e-09	2.5228488e-09	2.521598e-09	2.5215883e-09	2.5220501e-09	2.5221079e-09
Spotx616	3.4523553e-10	3.4536066e-10	3.453508e-10	3.4525924e-10	3.453844e-10	0.044382643	0.102056086	0.45813084	0.37596643	3.451921e-10	0.01946398
Spotx617	1.1769926e-09	0.2939455	0.3566821	0.10452548	0.020484863	1.1766805e-09	1.1771767e-09	0.032109484	0.19225258	1.1767209e-09	1.1769656e-09
Spotx618	0.13078047	0.15622118	0.20824775	8.3047613e-10	0.044225883	0.002455497	0.20933855	8.299884e-10	0.018358536	0.23037216	8.3022117e-10
Spotx619	1.8587822e-09	1.8590056e-09	0.17681517	0.2912671	0.073785655	1.8594559e-09	1.8593602e-09	1.8594312e-09	0.30376047	0.15437159	1.8588496e-09
Spotx620	0.065914996	7.607293e-10	0.19835019	0.2833678	7.60918e-10	7.6100504e-10	0.07153361	7.607859e-10	0.32908067	0.051752735	7.6078444e-10
Spotx621	5.3170124e-10	0.11013734	5.314458e-10	5.3153293e-10	5.315989e-10	0.29495108	5.316942e-10	5.332114e-10	0.57532585	5.316749e-10	0.01958567
Spotx622	0.22970584	6.31553e-10	0.14183661	0.09827755	0.019738566	6.312543e-10	0.3170023	0.053863812	6.3137356e-10	0.13289572	0.0066795824
Spotx623	0.16369507	5.1053345e-10	0.20203328	0.21753468	0.028372053	0.036986977	5.1032994e-10	0.18531519	0.029716376	0.13634636	5.1034066e-10
Spotx624	5.9757455e-10	0.19437976	0.052673284	0.1506219	0.098572865	0.0779934	0.166587	5.9798616e-10	0.25917175	5.976885e-10	5.975027e-10
Spotx625	7.916683e-10	0.3287201	7.916954e-10	7.9134066e-10	7.9131646e-10	0.07284355	0.445711	7.9164864e-10	7.915746e-10	0.15272538	7.9121687e-10
Spotx626	0.3669532	7.1642736e-10	7.1680467e-10	7.166461e-10	0.25303584	7.1671447e-10	7.1656403e-10	7.1664885e-10	0.38001096	7.165408e-10	7.163673e-10
Spotx627	1.7969047e-09	1.7977719e-09	0.18630639	1.7973194e-09	0.3579854	1.7972647e-09	1.797388e-09	1.7972679e-09	0.45570815	1.7978269e-09	1.7975866e-09
Spotx628	0.05365545	0.15999374	0.09578764	7.800163e-10	0.033407528	7.8048507e-10	7.803913e-10	0.09098955	0.5476733	0.0184927	7.7999995e-10
Spotx629	5.922773e-10	0.11730951	5.922931e-10	5.9247957e-10	5.923734e-10	5.9231686e-10	5.9258126e-10	0.17358972	0.68982077	5.9217337e-10	0.019280063
Spotx630	7.0533673e-10	0.16045198	0.030009773	0.23014271	7.052896e-10	7.053166e-10	7.054592e-10	0.16760506	0.008397352	0.4033931	7.054632e-10
Spotx631	2.9837485e-10	0.13526995	2.9831737e-10	0.26986974	2.9830713e-10	0.07970433	2.9829061e-10	0.40850136	0.09311445	2.9838107e-10	0.013540203
Spotx632	0.11077607	0.11209395	0.14022519	0.11746035	0.20210448	7.613999e-10	7.6142886e-10	0.061029177	0.11468777	0.14121486	0.00040812156
Spotx633	0.0016986384	4.8598753e-10	4.860997e-10	0.64772755	4.8589205e-10	4.859384e-10	0.19438855	0.0047679227	0.019356266	0.1316237	0.00043729894
Spotx634	0.10862562	1.6000365e-09	0.18923499	0.28852907	1.6004272e-09	1.6001769e-09	1.6005464e-09	0.07596529	0.3141176	0.023527402	1.5998107e-09
Spotx635	0.13970575	5.040686e-10	0.063014634	0.16563354	0.007349833	0.060636826	0.1673816	0.08251837	0.16762531	0.1418902	0.0042439336
Spotx636	0.25496903	5.416561e-10	0.26781783	0.1424804	5.4159716e-10	5.4150107e-10	0.022776034	0.0042164056	0.29970577	5.4170773e-10	0.008034575
Spotx637	8.9291835e-10	0.1807822	0.2258713	0.15457359	0.116372116	0.04864214	8.927174e-10	8.934175e-10	0.17810756	0.09549357	0.00015745805
Spotx638	0.07745049	0.093877405	0.12268972	3.8237338e-10	3.8240042e-10	0.45967862	0.00858211	0.0017550946	0.07601242	0.13893591	0.0210182
Spotx639	0.21552013	0.15840656	1.1595699e-09	1.1589707e-09	0.39104405	1.1592027e-09	0.23502922	1.1591387e-09	1.1591254e-09	1.1590481e-09	1.1589971e-09
Spotx640	5.761244e-10	5.761167e-10	5.7608485e-10	0.8544508	5.76087e-10	5.75841e-10	0.022896567	5.75852e-10	5.759365e-10	0.122652575	5.7611893e-10
Spotx641	0.9033728	1.356772e-09	0.08765454	1.3572561e-09	1.356917e-09	1.3575876e-09	0.0052817143	1.3575047e-09	1.3570076e-09	1.3568264e-09	0.0036909552
Spotx642	0.12682328	9.80955e-10	0.06999386	9.809213e-10	0.05028999	0.29773977	0.036349356	0.15863465	0.20415555	9.811141e-10	0.056013506
Spotx643	3.5109363e-10	0.04088953	3.510273e-10	0.12353586	3.5087136e-10	0.28741857	0.0796777	0.13242766	0.3207647	3.5093628e-10	0.015285939
