	Astrocyte	Astrocyte,Neurons	Astrocyte,Oligos	Blood	Immune	Neurons	Neurons,Cycling	Neurons,Oligos	Oligos	Vascular	dummy
Spotx152	0.16763578	9.905265e-10	0.1701292	9.903472e-10	9.906949e-10	9.906023e-10	9.904908e-10	9.901809e-10	0.4997833	0.1622986	0.00015317507
Spotx153	0.042731885	4.977877e-10	0.22180416	0.06090889	4.97801e-10	0.11537901	4.977345e-10	0.023779029	0.2838456	0.23730811	0.014243295
Spotx154	9.37221e-10	0.32716575	0.33625677	9.368332e-10	9.370691e-10	9.37137e-10	0.110152535	9.365652e-10	0.22642493	9.371031e-10	9.369814e-10
Spotx155	4.4654316e-10	0.046947427	4.4632262e-10	4.4654655e-10	0.011856037	0.25393546	0.052296128	0.30611166	0.20287953	0.10845932	0.017514443
Spotx156	0.051201377	1.2692098e-09	0.026119145	1.2690646e-09	0.10268318	1.268779e-09	1.2687476e-09	0.13609588	0.44702187	0.23208916	0.004789409
Spotx157	0.1544143	1.6003163e-09	1.5999319e-09	1.600762e-09	1.6003437e-09	1.6009177e-09	0.046030004	1.6005758e-09	1.6002524e-09	0.7995557	1.5999043e-09
Spotx158	4.719545e-10	0.114207834	0.13146278	0.18690597	0.048956845	0.05140938	4.7203014e-10	0.10774032	0.3288389	0.02485057	0.0056272983
Spotx159	0.17955936	5.7489813e-10	0.2888527	5.7502425e-10	5.7504945e-10	5.7510646e-10	0.005489713	5.750977e-10	0.49485812	0.030325247	0.00091484666
Spotx160	0.0005765778	6.570653e-10	0.051462352	0.61060035	6.57351e-10	0.0814553	0.20297189	6.5736605e-10	6.574702e-10	0.052416846	0.0005167125
Spotx161	8.12954e-10	0.08320367	0.22571343	0.3584319	0.073921755	8.12892e-10	0.02665443	0.07416043	0.07104275	0.083484516	0.003387028
Spotx162	0.16920607	2.0390245e-09	2.038756e-09	2.0392696e-09	0.1737907	2.038305e-09	2.039036e-09	2.0392696e-09	2.0384956e-09	0.6570032	2.0386783e-09
Spotx163	0.0027090511	0.114797406	0.08764295	5.031915e-10	0.24479541	0.1615461	5.0291604e-10	0.09725842	0.28097185	5.032097e-10	0.010278907
Spotx164	8.708438e-10	0.3324971	0.05875818	8.707309e-10	0.095343634	0.26244867	0.103189774	8.7093677e-10	8.708322e-10	0.14776261	8.708322e-10
Spotx165	0.14058948	0.14813061	0.5716873	1.1930575e-09	1.1931713e-09	1.1928915e-09	0.13959269	1.1933694e-09	1.1926139e-09	1.1925867e-09	1.1928186e-09
Spotx166	6.519892e-10	0.30287012	0.09532223	0.1609875	0.2084593	6.529773e-10	0.0017307636	6.523263e-10	0.18605828	0.044571795	6.5190464e-10
Spotx167	0.010526618	0.35922658	7.168582e-10	7.170305e-10	7.170606e-10	0.3927092	0.07989691	7.168171e-10	7.170934e-10	0.15001324	0.007627448
Spotx168	0.09109562	6.190288e-10	0.34546313	6.190253e-10	0.033946943	6.191929e-10	6.188517e-10	0.2134777	0.30143094	6.1911737e-10	0.014585664
Spotx169	6.052128e-10	0.063338585	6.053051e-10	6.051978e-10	6.052289e-10	6.050962e-10	6.052555e-10	0.4453586	0.48051092	6.0510086e-10	0.010791797
Spotx170	1.4933899e-09	1.4933215e-09	1.4927092e-09	1.4926322e-09	0.9868345	0.013165454	1.4924929e-09	1.4928743e-09	1.4931505e-09	1.4925498e-09	1.492527e-09
Spotx171	1.315786e-09	1.3154172e-09	1.3154976e-09	1.3159844e-09	0.28604737	1.3158137e-09	1.3160195e-09	1.3156507e-09	0.44296557	0.27098703	1.3162027e-09
Spotx172	0.14164801	0.28747362	0.22523038	7.8846063e-10	7.8852236e-10	0.24594593	0.047205493	0.0070257313	0.039112926	7.886487e-10	0.006357961
Spotx173	4.4288226e-10	0.3219823	4.4305973e-10	0.046901558	4.4289158e-10	4.4291354e-10	4.4290763e-10	0.15193602	0.47306475	4.428882e-10	0.006115457
Spotx174	0.20911296	0.32120126	0.018491866	9.352797e-10	9.355473e-10	0.015760448	0.38661754	9.363811e-10	0.04881581	9.356294e-10	9.352208e-10
Spotx175	3.422059e-10	0.044322893	3.421347e-10	3.4215497e-10	3.4212236e-10	0.21443158	3.4208972e-10	0.33146292	0.38371024	3.42076e-10	0.026072359
Spotx176	4.552581e-10	4.5529194e-10	4.5536663e-10	0.3759563	4.5517734e-10	0.3832366	0.047298998	4.55351e-10	4.551721e-10	0.18115899	0.012349187
Spotx177	0.005494712	0.00021194581	3.838481e-10	3.8376022e-10	3.8378586e-10	0.12412082	0.5860015	0.121151686	0.15098295	3.8375875e-10	0.012036452
Spotx178	0.04186587	0.06440966	0.096256204	5.141455e-10	5.142524e-10	0.09548868	0.03285249	0.261796	0.39177307	5.1412785e-10	0.015557944
Spotx179	0.014905109	0.25131112	0.10601558	0.16530935	0.21293144	0.13996027	0.10099929	5.7932653e-10	5.7876437e-10	0.007542714	0.0010252019
Spotx180	0.014226513	1.0923792e-09	0.067466795	1.0923896e-09	0.10332758	0.15318467	0.17355822	0.010713967	1.0921855e-09	0.4699283	0.007594024
Spotx181	5.485905e-10	0.09706661	0.06807454	0.057550486	0.11509308	0.09928986	0.02877177	0.22014149	0.17794336	0.13525596	0.0008128089
Spotx182	1.5476118e-09	0.32677168	0.24992274	1.5474023e-09	0.2400856	1.5476118e-09	1.5471042e-09	1.5474998e-09	1.547296e-09	0.18322	1.5468741e-09
Spotx183	0.14130469	0.31030336	0.036640313	8.101897e-10	0.16675155	0.17474182	0.12232716	0.047931094	8.0994406e-10	8.099208e-10	8.1017265e-10
Spotx184	0.12066917	6.3180366e-10	0.05892275	0.0907421	0.15153034	6.3175065e-10	0.2843258	6.3160727e-10	0.2938098	6.3160727e-10	6.3172534e-10
Spotx185	0.037136655	8.073328e-10	8.071758e-10	0.5937076	8.0757306e-10	0.20058098	8.07604e-10	8.0743606e-10	8.075793e-10	0.16458468	0.0039900844
Spotx186	0.0037033644	0.12710528	0.07115352	0.10597122	0.095552415	0.062150434	0.5343637	5.46318e-10	5.4635035e-10	5.463878e-10	5.462576e-10
Spotx187	0.26771492	8.3393586e-10	0.093050726	8.337482e-10	0.13168192	0.16384959	0.23408076	8.3427e-10	8.3394386e-10	0.10363899	0.005983155
Spotx188	1.0353822e-09	0.033778366	1.0355621e-09	1.0354455e-09	1.0349341e-09	0.139322	1.035248e-09	1.0352758e-09	0.63527244	0.1916272	1.0352579e-09
Spotx189	0.38412994	0.31302604	0.087468415	7.710168e-10	7.709904e-10	7.7133744e-10	7.711756e-10	0.13225935	0.07733779	7.7110063e-10	0.005778461
Spotx190	0.06621582	0.24490176	7.767575e-10	0.18084885	0.028674072	0.16995524	0.30044457	7.769323e-10	7.76796e-10	0.007790273	0.0011693883
Spotx191	0.0069735255	8.950918e-10	0.04683631	0.61694723	0.30287898	8.945474e-10	8.950781e-10	8.947572e-10	8.9495694e-10	0.026363973	8.9474694e-10
Spotx192	0.13868268	6.418433e-10	6.417625e-10	6.4198774e-10	6.419645e-10	6.419522e-10	0.2811715	6.419339e-10	0.48806316	0.09129122	0.00079144514
Spotx193	7.444002e-10	7.440921e-10	7.442156e-10	7.443533e-10	7.441915e-10	0.84110993	0.13806523	7.444513e-10	7.440822e-10	7.442681e-10	0.020824797
Spotx194	0.1300051	5.510617e-10	0.23039539	5.51128e-10	5.5123517e-10	5.511395e-10	5.509976e-10	5.512362e-10	0.638344	5.512415e-10	0.0012555275
Spotx195	1.2688178e-09	0.72124267	0.10268843	1.2685759e-09	0.044167988	0.056909673	1.2684137e-09	0.0489511	0.026040152	1.2686582e-09	1.2683556e-09
Spotx196	0.12424869	7.4301354e-10	7.4275713e-10	7.4257434e-10	0.11235437	0.0018880593	0.03999093	0.15456937	0.47987273	0.07507706	0.011998779
Spotx197	0.06516811	0.08813703	0.030398158	0.202514	0.09068158	7.365328e-10	7.3644707e-10	0.0043484992	0.1315874	0.38616893	0.0009963203
Spotx198	0.033619873	9.982968e-10	9.978076e-10	9.979294e-10	0.06331734	9.984586e-10	0.8922316	9.982111e-10	9.978969e-10	0.010831242	9.983159e-10
Spotx199	0.040145252	0.49219272	0.1374188	6.5545436e-10	6.553481e-10	0.13376935	6.555206e-10	0.113551304	0.069160834	6.5547306e-10	0.0137616955
Spotx200	4.6402232e-10	0.03249079	4.6385862e-10	4.6404616e-10	4.640002e-10	0.16531369	4.638993e-10	0.43829638	0.34814027	4.640179e-10	0.01575884
Spotx201	0.08180504	0.038529146	0.14467382	0.022780042	0.07081505	0.091609985	0.091460615	5.5599003e-10	0.28115746	0.17716883	5.5588184e-10
Spotx202	0.16160274	1.6710716e-09	1.6702463e-09	1.6709377e-09	0.78047943	1.6704566e-09	1.6700712e-09	1.6702175e-09	1.6703704e-09	0.057917792	1.6705043e-09
Spotx203	0.13001831	7.130505e-10	7.1318923e-10	7.1299205e-10	7.130152e-10	7.133375e-10	0.21178629	7.1334977e-10	0.65522486	7.132464e-10	0.0029705043
Spotx204	0.040237065	1.3795898e-09	1.3789847e-09	1.3792425e-09	1.3795765e-09	0.8484482	0.080135204	1.3794346e-09	1.3798371e-09	1.379295e-09	0.031179529
Spotx205	0.17810433	8.5848395e-10	0.017855048	8.5806484e-10	0.066944316	0.0005770209	0.25976214	0.11258657	0.19669397	0.16747655	8.582252e-10
Spotx206	1.7683058e-09	0.024463708	0.5897503	1.7679046e-09	1.7677158e-09	1.7675136e-09	0.22606628	1.7682957e-09	1.767308e-09	0.15971975	1.7677022e-09
Spotx207	0.12934408	0.22156328	0.21044143	4.2470924e-10	4.2479836e-10	0.0045106774	0.10241329	4.2484938e-10	0.32685158	4.2462822e-10	0.004875699
Spotx208	0.43121088	0.0068541304	0.18133342	3.2265803e-09	0.20021963	3.22642e-09	3.2259342e-09	3.2255094e-09	3.2257124e-09	0.180382	3.2262355e-09
Spotx209	0.03881154	0.22721675	0.12595025	0.030238518	7.1468154e-10	0.24004018	7.147402e-10	0.109873004	0.108653836	0.10599482	0.013221079
Spotx210	7.801203e-10	0.029521251	7.8058626e-10	0.4296039	0.22174029	0.12191692	7.8052076e-10	0.064082675	0.12698796	7.803406e-10	0.0061469716
Spotx211	4.0015066e-10	0.041262057	4.002087e-10	4.0039042e-10	4.0017203e-10	0.24427557	4.0027434e-10	0.35027686	0.30177498	0.043376364	0.019034274
Spotx212	0.115211934	5.8099386e-10	0.24821055	0.1177939	0.040452376	0.017245421	0.12947658	0.08534249	0.2409645	5.8099386e-10	0.0053021754
Spotx213	0.03203327	0.24008216	0.3536614	5.319732e-10	0.16995037	0.15282185	0.004204852	5.322472e-10	0.031015746	0.014115248	0.0021151558
Spotx214	0.0076726633	0.21534894	6.4332667e-10	6.4329103e-10	0.06575853	0.26871642	0.25655812	6.4325545e-10	0.18319458	6.4320266e-10	0.0027507597
Spotx215	4.6604176e-10	0.07218418	4.6614756e-10	4.6593246e-10	4.660613e-10	0.867595	0.02231727	4.661227e-10	4.6614845e-10	4.660987e-10	0.03790354
Spotx216	9.374813e-10	0.25752476	0.033323817	9.375439e-10	0.18186793	0.0975461	9.377156e-10	0.015634075	0.122468665	0.2916346	9.375976e-10
Spotx217	7.540099e-10	0.13982645	0.12089741	7.5435796e-10	0.02844958	0.11779676	0.34382382	7.5403006e-10	0.15130365	0.09790232	7.540027e-10
Spotx218	2.0213171e-09	2.0220652e-09	0.24664801	2.0214754e-09	0.48026535	2.0213096e-09	0.029186144	2.0214521e-09	0.18933725	0.05456322	2.0221886e-09
Spotx219	0.27207345	1.4002587e-09	1.4003172e-09	1.4004748e-09	0.15744817	1.4007474e-09	0.30909702	1.4000849e-09	1.4001144e-09	0.26138136	1.4001731e-09
Spotx220	0.008524203	1.1410614e-09	0.30002752	0.32515192	0.05118489	1.1413421e-09	1.140785e-09	1.1406631e-09	0.04715774	0.26795372	1.1407328e-09
Spotx221	4.254455e-10	0.03788446	4.2557297e-10	4.2553236e-10	4.256931e-10	0.026019631	0.57612205	0.2185132	0.1270502	4.2552908e-10	0.014410336
Spotx222	1.1786423e-09	1.1786041e-09	1.1784063e-09	1.1787322e-09	1.1787434e-09	0.79100305	0.19593343	1.1788919e-09	1.1786355e-09	1.178984e-09	0.013063539
Spotx223	6.077938e-10	0.5027727	0.079164915	6.0641236e-10	0.029932903	0.09277532	0.25856632	6.070049e-10	0.035310216	6.0664607e-10	0.0014775245
Spotx224	1.1439562e-09	1.1439169e-09	1.1439518e-09	0.4761651	0.29948792	0.12504894	1.1437117e-09	0.079212114	0.012261501	0.007804347	2.0066489e-05
Spotx225	1.2806078e-09	1.2805443e-09	0.12394817	0.23826249	0.20684253	1.2802732e-09	0.209526	0.0020379848	1.2809939e-09	0.2193828	1.2806348e-09
Spotx226	0.0069572586	0.6926258	4.1576767e-10	4.156099e-10	4.156828e-10	0.15016629	0.020305682	4.1564238e-10	0.11998959	4.155996e-10	0.009955328
Spotx227	0.043897055	0.00064303295	0.25096908	1.4566398e-09	1.4562676e-09	1.4569315e-09	0.6316645	0.07282628	1.4571677e-09	1.4567202e-09	1.4569926e-09
Spotx228	0.07070514	0.15697807	0.17052302	6.835827e-10	0.08197593	6.835188e-10	6.834458e-10	0.1623337	0.35748416	6.8359307e-10	6.8324507e-10
Spotx229	0.00048068393	0.35847077	0.08657814	6.010862e-10	6.010357e-10	0.14371426	0.0012011942	0.0048098546	0.34597915	0.045454327	0.013311529
Spotx230	5.4618093e-10	0.21349983	5.4595806e-10	0.018544398	5.45906e-10	0.04200007	0.00072071323	5.461997e-10	5.459778e-10	0.7205808	0.0046541938
Spotx231	7.198046e-10	7.197525e-10	7.200079e-10	0.27531168	7.197181e-10	7.200134e-10	0.6983785	7.1991174e-10	0.026309785	7.200284e-10	7.198842e-10
Spotx232	0.1890658	0.10550819	6.5545797e-10	6.5556294e-10	0.009400296	6.555342e-10	0.07241402	6.5550293e-10	0.62084055	6.554067e-10	0.002771088
Spotx233	4.5648102e-10	0.25917894	4.5639487e-10	4.5658555e-10	4.564053e-10	4.5640616e-10	4.563635e-10	0.428463	0.30165473	4.563661e-10	0.010703329
Spotx234	1.1588783e-09	1.15875e-09	1.158759e-09	1.159294e-09	1.1586484e-09	0.59551287	0.032937504	1.1591215e-09	1.1587633e-09	0.3651088	0.0064408532
Spotx235	0.25803784	0.09294846	5.9930505e-10	5.993656e-10	0.02710668	0.060056012	0.055681437	0.037933186	0.459189	5.990193e-10	0.009047396
Spotx236	0.13734514	5.6802557e-10	5.681469e-10	5.679551e-10	5.677342e-10	5.6779376e-10	0.13844377	5.6783706e-10	0.6537041	0.070506975	5.679887e-10
Spotx237	0.0037263744	5.4274024e-10	5.427537e-10	0.057783954	5.428976e-10	5.4270816e-10	5.4273713e-10	5.427527e-10	0.033468414	0.90036654	0.004654729
Spotx238	0.004828991	0.46129978	0.13966839	4.926602e-10	0.2782427	0.10279202	0.011531899	4.9282844e-10	4.9286975e-10	4.9286225e-10	0.0016362442
Spotx239	0.016996585	1.0636912e-09	0.05377371	1.0636284e-09	1.0640484e-09	0.67827725	0.06561466	0.112569824	1.0651572e-09	0.035643134	0.037124835
Spotx240	0.024610711	0.4323797	0.021397151	4.5247373e-10	4.5230977e-10	0.23175237	0.028687244	4.5239779e-10	0.25251094	0.008661829	4.5244783e-10
Spotx241	0.072086185	1.0164483e-09	0.029645577	0.4018469	0.14140707	0.004484887	0.2052884	1.016361e-09	1.0160722e-09	0.1452409	1.0165025e-09
Spotx242	0.1518296	0.09202298	0.11972326	0.3003173	0.09616698	8.9887375e-10	8.9888397e-10	8.984435e-10	0.22962391	0.010224408	9.151887e-05
Spotx243	0.028683927	4.5250756e-10	4.5263274e-10	4.5244888e-10	4.5268456e-10	0.46256965	0.034720395	0.3522035	0.04951119	4.527001e-10	0.072311446
Spotx244	0.23049949	0.0031944662	5.7957505e-10	5.7936733e-10	0.004416709	0.032696575	0.044076342	0.33469316	0.005769473	0.33781752	0.0068362732
Spotx245	0.17453806	0.096376635	0.08857485	1.1098257e-09	1.1101517e-09	1.1094595e-09	0.47662628	1.1100204e-09	1.1095633e-09	0.16388424	1.1096987e-09
Spotx246	0.21887502	5.957005e-10	5.9575955e-10	0.22091551	5.955392e-10	0.09801777	0.047324236	0.3243786	0.03572059	0.04099484	0.013773384
Spotx247	4.381835e-10	0.1447621	0.05699375	0.18722731	0.08604814	0.2000542	0.025056824	0.14020191	0.10280857	0.056847252	4.3824036e-10
Spotx248	1.2158523e-09	1.2165228e-09	1.2159752e-09	1.2163396e-09	0.897405	0.040171444	0.061591692	1.2163116e-09	1.2162282e-09	1.2161515e-09	0.00083183637
Spotx249	0.033199593	0.121042594	0.10981663	0.08910197	0.037370965	5.4514077e-10	0.026834004	5.450274e-10	0.58263427	5.448154e-10	5.450888e-10
Spotx250	0.14379455	0.12093761	7.395698e-10	7.3919326e-10	0.061398216	0.16645452	0.046957023	7.3944845e-10	0.44493994	7.395289e-10	0.015518208
Spotx251	0.013202276	3.420352e-10	0.00019576958	3.4209652e-10	3.420587e-10	0.38839915	3.4200648e-10	0.20037019	0.35603416	3.4188194e-10	0.041798532
Spotx252	0.003195921	4.2991335e-10	4.298191e-10	0.82248014	4.2975348e-10	0.025163269	0.05169343	4.2992318e-10	0.022050845	0.07385257	0.0015638174
Spotx253	0.0006223333	5.712053e-10	5.7146904e-10	0.19048001	0.2113851	5.7118676e-10	0.04991915	5.7136e-10	0.54204726	0.0038629058	0.0016831224
Spotx254	1.7177609e-09	1.7182984e-09	1.7176428e-09	1.7175086e-09	1.7182066e-09	0.25212124	1.7179607e-09	0.42845246	0.2902866	1.7181639e-09	0.029139731
Spotx255	9.216869e-10	9.2165525e-10	9.215182e-10	9.2172386e-10	0.2635382	0.7245126	9.2172736e-10	9.215147e-10	9.2153407e-10	9.219595e-10	0.011949163
Spotx256	0.03751059	4.51885e-10	4.520117e-10	0.8531011	4.520738e-10	0.026142446	0.022460649	4.5184964e-10	4.5191775e-10	0.0607852	4.519393e-10
Spotx257	0.29628944	3.6070233e-09	3.6077044e-09	3.6083923e-09	0.19130455	3.6078212e-09	0.46802482	3.6067687e-09	3.6067755e-09	0.044381242	3.6087433e-09
Spotx258	0.023423338	0.05109606	0.06396061	3.916454e-10	3.9148185e-10	3.916835e-10	3.91502e-10	0.11193807	0.7442916	3.9164835e-10	0.005290334
Spotx259	0.21981797	5.1502685e-10	0.25322738	5.150465e-10	5.150612e-10	5.152872e-10	5.1531374e-10	5.1524796e-10	0.52383256	5.152813e-10	0.0031221232
Spotx260	8.9921653e-10	8.990005e-10	0.02833551	0.33611345	0.20637922	0.31513	0.010909631	0.05634723	0.024807477	8.9885815e-10	0.021977477
Spotx261	0.024370909	7.105456e-10	0.14552298	7.1036e-10	7.1079775e-10	7.108032e-10	0.45009562	7.1078826e-10	0.16965038	0.2102109	0.00014917125
Spotx262	0.029873634	5.953853e-10	5.953637e-10	5.9522404e-10	0.26915255	0.48116273	5.9540345e-10	5.952501e-10	0.18467201	0.021511845	0.013627182
Spotx263	0.038539868	0.133143	5.559516e-10	5.561022e-10	0.06516124	0.10269623	0.033406794	0.1514796	0.19424585	0.28000578	0.0013216973
Spotx264	7.816814e-10	0.18897574	7.8192436e-10	0.2878113	0.062768795	0.213923	7.816143e-10	7.817588e-10	7.816038e-10	0.24012934	0.006391845
Spotx265	4.5220833e-10	0.14221409	0.008123405	0.22263223	0.01708554	0.085366644	0.2240443	0.01089403	0.26681554	0.01783249	0.0049917744
Spotx266	0.41430852	1.0953645e-09	0.06594067	0.114119254	0.29714903	1.0952789e-09	0.05294538	1.0956194e-09	0.028466467	0.027070677	1.0952453e-09
Spotx267	0.10182846	7.147541e-10	0.054098926	0.12123737	0.05542556	0.3437481	7.147282e-10	0.2578232	0.044124253	0.009169752	0.012544398
Spotx268	9.134336e-10	0.23247929	0.05212328	0.24192649	9.1390756e-10	9.1357827e-10	0.15869637	0.18648945	0.12828515	9.1392505e-10	9.138396e-10
Spotx269	0.08510155	0.049770933	0.043834746	0.15274656	0.111880295	0.32258332	0.074980184	5.276018e-10	0.15136383	5.274901e-10	0.0077384673
Spotx270	5.6556343e-10	0.13520847	0.028063022	5.656897e-10	0.29581368	0.078040674	0.01736781	0.063129894	5.656368e-10	0.381619	0.0007574596
Spotx271	1.0608647e-09	1.0606239e-09	0.27413058	1.061227e-09	0.06611348	0.41621518	0.09127225	1.0609679e-09	1.0608161e-09	0.10951213	0.0427565
Spotx272	0.04916551	8.820322e-10	0.16038676	8.817665e-10	0.013037796	0.509514	8.8233004e-10	8.8197843e-10	0.1778173	0.051334243	0.038744498
Spotx273	0.20511585	0.1979759	0.10296354	6.4080496e-10	6.408551e-10	0.040703565	0.24930857	0.059532322	0.1428056	6.4095407e-10	0.0015947043
Spotx274	6.362852e-10	6.36301e-10	6.360777e-10	6.363605e-10	6.3610445e-10	0.76624763	0.020118352	0.042239357	0.16058564	6.362415e-10	0.010809057
Spotx275	8.7555946e-10	0.014989446	0.21917818	8.7601887e-10	8.7597873e-10	8.758534e-10	0.0028541747	0.032101274	0.730877	8.756229e-10	8.758635e-10
Spotx276	4.86833e-10	0.022650715	4.8693793e-10	0.23558599	0.0328618	0.10473013	0.015551562	0.119162165	0.07200583	0.39381295	0.0036388785
Spotx277	3.9665587e-10	0.05092186	3.9670203e-10	3.9670128e-10	3.9668005e-10	0.27163303	0.008964788	0.14431123	0.47285107	0.03500465	0.016313322
Spotx278	5.8142496e-10	0.06591062	0.116554275	5.815869e-10	5.816835e-10	0.62179047	0.05527244	5.8342686e-10	0.0060042166	0.13246615	0.0020017624
Spotx279	8.818652e-10	0.40658328	8.8209745e-10	8.822387e-10	0.07874922	0.12157678	8.823565e-10	0.31214654	8.82402e-10	0.07818172	0.0027624925
Spotx280	0.06552279	0.091960974	0.28573376	4.3469198e-10	4.344914e-10	4.346696e-10	0.20343909	4.3446982e-10	0.35248503	4.3456602e-10	0.0008584408
Spotx281	7.2736545e-10	0.3790365	7.274862e-10	0.062419366	7.271311e-10	7.279928e-10	0.12808333	0.24305998	0.1874008	7.27249e-10	7.272656e-10
Spotx282	0.05802029	0.025190629	0.14516363	0.1373894	5.3227095e-10	0.25612578	0.087370835	5.3235827e-10	0.08649511	0.19558853	0.008655751
Spotx283	4.3276172e-10	0.09796186	4.3263795e-10	0.18243174	0.013117059	0.43158296	4.3267756e-10	4.329698e-10	0.24121611	0.02710899	0.006581297
Spotx284	0.10875732	0.1422904	0.026235783	5.7348115e-10	0.058243133	0.15699609	0.016759293	0.06604985	0.42110816	5.734242e-10	0.0035598713
Spotx285	4.5008675e-10	4.5026796e-10	4.5029028e-10	0.8476416	4.5027482e-10	4.5018123e-10	4.5022674e-10	4.5026283e-10	0.11312448	0.03923394	4.5020185e-10
Spotx286	5.7856386e-10	5.787096e-10	5.787438e-10	0.26494497	5.785925e-10	0.4267413	0.015030092	5.7875926e-10	0.286311	0.0012266008	0.0057459855
Spotx287	9.823101e-10	9.817875e-10	0.24609011	9.817389e-10	0.07739631	9.817427e-10	0.083347745	0.12261175	0.13808681	0.32842705	0.004040118
Spotx288	6.889998e-10	0.31735164	0.16263925	0.3142473	6.889879e-10	0.14235796	6.893126e-10	6.893389e-10	0.00517122	0.054495506	0.0037370683
Spotx289	7.251383e-10	0.16584012	7.25177e-10	7.2505807e-10	7.25296e-10	0.16764572	7.252392e-10	0.20771447	0.43206346	7.254537e-10	0.026736239
Spotx290	0.0610011	4.481314e-10	4.4801687e-10	0.08903085	0.0039418195	4.4824167e-10	0.15360236	0.036041953	0.6532563	4.4796816e-10	0.0031255644
Spotx291	0.1924336	7.6578915e-10	7.657804e-10	7.659585e-10	7.6567813e-10	7.6574097e-10	7.655876e-10	7.65703e-10	0.8025106	7.6587237e-10	0.0050557284
Spotx292	0.016733931	0.3945373	4.2793458e-10	4.279452e-10	0.026543833	0.35677573	4.2806356e-10	4.277828e-10	4.2775505e-10	0.19636661	0.0090426225
Spotx293	1.0631847e-09	1.0629556e-09	1.063347e-09	0.45074442	1.0634037e-09	1.0635417e-09	0.4370435	1.0629333e-09	1.063428e-09	0.11221212	1.0634748e-09
Spotx294	0.018872278	0.04936907	0.009390874	0.50364465	5.024993e-10	5.023661e-10	0.0015369246	5.0241017e-10	0.3544831	0.062703006	5.0229904e-10
Spotx295	9.286609e-10	0.01276552	0.14625323	0.38603345	0.32834148	9.282749e-10	9.2849267e-10	0.03743037	0.07764362	0.011532335	9.2829616e-10
Spotx296	0.20575173	1.1706066e-09	1.1706e-09	1.1708076e-09	0.7942483	1.1706512e-09	1.1710757e-09	1.1705508e-09	1.1703499e-09	1.1709506e-09	1.1709729e-09
Spotx297	4.9650345e-10	0.07278156	4.9676774e-10	4.964078e-10	4.9636995e-10	0.14479443	0.43305832	0.07347698	0.17049527	0.097803175	0.0075902063
Spotx298	0.08981945	0.22189084	0.21143232	0.28778243	0.069038	1.6521233e-09	1.651972e-09	1.6529964e-09	1.6523186e-09	0.1200369	1.6523533e-09
Spotx299	3.9230935e-10	0.108121976	0.018937709	3.920812e-10	3.9220763e-10	0.06001516	0.17786455	0.3709511	0.2566307	3.92067e-10	0.0074788122
Spotx300	4.8952237e-10	0.38604167	0.055186145	0.26352566	4.8923865e-10	0.094017096	0.036769725	0.027150799	0.13669972	4.89053e-10	0.00060906966
Spotx301	9.256608e-10	9.2576674e-10	9.2551256e-10	9.2576324e-10	0.6214786	9.25871e-10	0.07771179	9.258216e-10	9.2576324e-10	0.29989368	0.0009159594
Spotx302	0.07650462	1.1466992e-09	0.35051402	1.1465635e-09	0.040374365	1.1467078e-09	0.00028901413	0.28193703	0.23244569	0.012193719	0.005741667
Spotx303	0.12634009	0.13271478	5.333734e-10	0.091331124	5.3311616e-10	5.333958e-10	5.331903e-10	0.0586413	0.5855194	5.3334703e-10	0.0054533635
Spotx304	4.5999757e-10	4.596441e-10	0.05343267	0.16747797	4.5983703e-10	0.15108904	0.37812826	0.16122954	4.5971602e-10	0.07953869	0.009103796
Spotx305	4.5891033e-10	0.085885145	4.5895493e-10	0.06947009	0.05558689	0.50575227	4.5893134e-10	4.5886306e-10	0.25608158	0.017584778	0.009639236
Spotx306	0.115884036	0.06366405	0.104408525	7.210397e-10	0.2772942	0.21805826	0.091076754	0.09177315	0.002352404	0.017342137	0.018146472
Spotx307	6.5271144e-10	0.49095553	0.103238665	6.5251105e-10	0.08564763	0.069164924	0.16214825	0.038828027	6.5264427e-10	0.04504195	0.004975109
Spotx308	2.2363305e-09	0.0383204	2.2376148e-09	2.237299e-09	0.069904186	0.25618517	0.010197256	2.2367441e-09	0.11173512	0.51365787	2.2373674e-09
Spotx309	0.12322748	0.08785179	0.14933838	0.20728022	0.12827584	5.153927e-10	0.015961846	0.010110724	0.19819288	0.0797609	5.154851e-10
Spotx310	0.21168253	0.64815855	1.0395607e-09	1.0398978e-09	0.09110379	1.0399751e-09	0.03296738	1.0399156e-09	1.0393445e-09	0.01608782	1.0395647e-09
Spotx311	0.112800516	0.120592944	0.107778184	0.23314667	0.02268462	0.1605176	6.8463557e-10	6.8502876e-10	0.19504765	0.036930468	0.010501384
Spotx312	8.3468293e-10	0.08872714	8.3456825e-10	8.345667e-10	8.347784e-10	8.3505547e-10	8.348564e-10	0.60384786	0.27521953	8.3488344e-10	0.032205567
Spotx313	7.727862e-10	0.003820859	7.726064e-10	7.72854e-10	0.88592273	0.07748365	0.03108576	7.7277007e-10	7.7262113e-10	7.725327e-10	0.0016869908
Spotx314	5.009262e-10	0.15988734	0.053737335	0.14168407	5.008068e-10	0.25366446	0.038372274	0.09869087	0.17277703	0.05883688	0.022349674
Spotx315	1.0530468e-09	0.0025028042	1.053087e-09	1.053107e-09	1.0527135e-09	0.03433397	0.18454626	1.053093e-09	0.77491367	1.0527195e-09	0.0037033292
